requirement_id	claim_sha256	formal_file	formal_declarations	implementation_refs	test_refs	test_classes	formal_status	conformance_status	notes
A2-12	7238742b9ecea6ad607bbb6fc152d0226175bb229caa2ed5a69352dd5f5aafae	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	accepted_binding_has_exact_path_and_content;same_typed_source_swap_rejects;post_certificate_content_mutation_rejects	src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#indexSourceOccurrencePaths;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#sourceOccurrenceCommitment;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#requireMatches;src/is/fivefivefive/CanDis/core/EGraphNode.java#dependentChainSourceContentCommitment	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	Path and content equality plus swap and post-certificate mutation rejection are modeled; Java path-generation determinism and independent reconstruction of the Fast Rewrite content scalar remain open
A2-13	ae517f5c70c038ebfbf71a9fec589ca0fdcc1df55870e1946c463c875072e326	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	accepted_binding_certificate_commits_to_source;typed_source_substitution_rejects;certificate_source_substitution_rejects	src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#sourceOccurrenceCommitment;src/is/fivefivefive/CanDis/theory/DependentChainCertificate.java#sourceOccurrenceCommitment;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#requireDependentChainSourceOccurrenceCommitment	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The certificate source equals the accepted typed source and typed-source or certificate-source substitutions reject
A2-14	155ae3d4bcacf2992bc8fe1294c8ee5f6f5a550e0f246617a3a284c6e66c39c3	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	lineage_transfer_is_functional;one_certificate_cannot_replay_over_two_roots	src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#transferTo;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#requireLineage;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#requireMatches;src/is/fivefivefive/CanDis/metric/RepairProjection.java#from	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	Functional lineage and injective replay are proved under explicit premises and duplicate-root transfer attacks exercise the Java implementation; premise establishment is not mechanized
A2-15	b862e84d7ff5369124ec35570dd1c4eec6878b31c213210ffd13fb553e75b81c	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	admitted_construction_has_concrete_recorded_source_application;unrecorded_construction_is_not_admitted	src/is/fivefivefive/CanDis/theory/ConstructionSourceLedger.java#recordDependentChain;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#constructDependentChainOperand;src/is/fivefivefive/CanDis/theory/CertifiedSemanticArtifact.java#validateConstructionCoverage;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyEvidenceCoverage	certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The abstract admission theorem requires exact ledger membership and coordinated omission, extra, cross-replay, and source-owner mutations reject in Java; parser-to-ledger refinement remains open
A2-16	71a9d475059d53bdac10e484990b7e089460598f1f8ad9ceb043117f8b06e968	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	unsupported_chain_falls_back_to_exact_fixed_binary;unsupported_chain_fallback_has_no_equality_authority;absent_type_receives_no_flat_certificate;concrete_result_mismatch_rejects	src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#constructDependentChainOperand;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#dependentChainApplication;src/is/fivefivefive/CanDis/theory/DependentChainTheory.java#requireSoundFlattening	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	PARTIAL	The formal fallback is exact fixed-binary with no authority for unresolved or unprovable typing, nullary-result, and non-associative JOIN cases; an explicit typed univ or an authenticated all-disjoint positive-arity result is not a fallback condition. Exhaustive constructor nonadmission remains open
A2-17	1424fff8c9cd0a2b823fe7b322e13dee255ff94422964be6992567a63b6b842b	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	accepted_projection_rechecks_occurrence_and_every_bound_index;accepted_binding_has_exact_lineage;accepted_binding_has_exact_path_and_content	src/is/fivefivefive/CanDis/metric/RepairProjection.java#from;src/is/fivefivefive/CanDis/metric/RepairProjection.java#projectDependentChain;src/is/fivefivefive/CanDis/metric/RepairProjection.java#collectDependentChainLeaves;src/is/fivefivefive/CanDis/metric/RepairProjection.java#dependentLeafType	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	Accepted projection rechecks immutable binding and exact index in the formal model, and Java rechecks artifact membership, injective use, occurrence, kind, result, order, and types
A2-18	8f67707d24cb3df11432cbf0529468db4ee503c5db4dcdac1ab41f1df9de0e3a	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	readable_spelling_is_not_an_edit;exact_type_change_is_one_edit	src/is/fivefivefive/CanDis/metric/RepairProjection.java#repairPayload;src/is/fivefivefive/CanDis/metric/RepairProjection.java#repairSemanticPayload;src/is/fivefivefive/CanDis/metric/QuotientRepairDistance.java#updateCost	src/is/fivefivefive/CanDis/metric/QuotientRepairDistanceTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The abstract atom metric and direct Java probes assign zero to spelling-only changes and one to exact semantic type changes
A2-19	214964f7934381d1d1a1c8e2cabef223ad3b949e3cd49e16df671163e3ba157b	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	licensed_reassociation_is_certified_equal_and_zero_distance;unlicensed_reassociation_is_not_certified_and_remains_nonzero	src/is/fivefivefive/CanDis/CanonicalAlloyPipeline.java#distanceEvaluation;src/is/fivefivefive/CanDis/metric/RepairProjection.java#projectDependentChain;src/is/fivefivefive/CanDis/metric/QuotientRepairDistance.java#evaluate	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The bounded metric-kernel model and parsed fixtures give zero only to licensed JOIN or ARROW reassociation and nonzero to the unary-interior counterexample; universal cross-phase refinement remains open
A2-20	faa6f1a4c639f3ac9cd5995ee0bd1296074b428fb8ad5bcd81054619d1499009	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	exact_chain_wire_example_replays;changed_chain_wire_source_content_rejects;changed_chain_wire_typed_tree_rejects;changed_chain_wire_leaf_proof_rejects;changed_chain_wire_positional_schema_rejects;accepted_chain_wire_replay_reconstructs_every_committed_field;any_chain_wire_field_difference_rejects;schema_v8_chain_wire_rejects;schema_v9_chain_wire_rejects;schema_v8_is_rejected_without_reinterpretation;schema_v9_is_rejected_without_reinterpretation;mismatched_result_schema_v10_chain_is_rejected;schema_v10_nonexact_chain_is_uncheckable_without_hierarchy_authority;schema_v10_nonexact_chain_cannot_be_accepted_as_exact;structurally_valid_exact_schema_v10_chain_evidence_is_accepted;mismatched_dependent_theory_digest_rejects;accepted_nonexact_chain_wire_is_uncheckable_not_exact;equal_boundary_wire_indices_bind_all_fields;valid_boundary_wire_yields_correspondence;univ_endpoint_uses_authenticated_subtype_path;explicit_univ_exact_wire_is_valid	src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#dependentChainConstruction;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#dependentChainInput;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#dependentBoundary;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyDependentChain;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#dependentChainInput;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#registerChainAncestry;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#requireBoundaryWire;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#verifyEvidenceCoverage	src/is/fivefivefive/CanDis/theory/CertificateBundleWriterTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The finite executable structural wire fold recomputes the single-product subtheory and exact result under dependent theory v10. Schema v8 and v9 reject, exact schema-v10 evidence can be structurally accepted without implying whole-bundle verification, and structurally valid nonexact evidence, including concrete-to-univ paths and authenticated disjointness, is UNCHECKABLE without external hierarchy authority. Typed-empty DAG arity, carrier, common-ancestor, and interior-guard behavior are replayed. The correlated-family DAG, complete pair matrix, and per-column parser paths are separately mapped by A2-21 through A2-27; parser authentication, SHA-256 refinement, and complete Java-byte refinement remain open.
A2-21	4bf2b29d09a49228b6013a04ae6d04576b2e092719bf27e3b9a9d320d0fdd6d3	docs/section3-repair-audit/formal/DependentTypeDagStandalone.lean	union_absorbs_authenticated_subtype;union_retains_disjoint_siblings;union_eliminates_duplicate_products;demonstrated_normalization_is_idempotent;correlated_union_is_not_independent_column_widening	src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#normalize;src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#union	src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The standalone finite DAG model proves the named normalization witnesses, while Java checks correlated alternatives and parser-derived families. A universal normalization refinement over arbitrary parser hierarchies remains open.
A2-22	c4c3d3558acdd3162344346a38cf3f320b80486d1626ebdc8d7558cebf129a98	docs/section3-repair-audit/formal/DependentTypeDagStandalone.lean	subtype_boundary_has_specific_meet;sibling_boundary_is_explicitly_disjoint;sharing_only_univ_does_not_create_overlap;sharing_only_univ_has_no_meet;explicit_univ_is_an_exact_boundary;concrete_to_univ_uses_the_subtype_boundary;intersection_keeps_more_specific_product;intersection_omits_proven_disjoint_product	src/is/fivefivefive/CanDis/theory/DependentBoundaryCorrespondence.java#derive;src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#intersection	src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The standalone finite hierarchy distinguishes explicit-univ exact/subtype overlap from authenticated sibling disjointness whose only common ancestor is univ. Java independently exercises each bounded case; complete Alloy parser-to-nominal-DAG refinement remains open.
A2-23	88cd036c148f8baf6ed019c18205184021f9e037772881eb81e1c081ee9c7a2a	docs/section3-repair-audit/formal/DependentTypeDagStandalone.lean	arrow_is_cartesian_over_correlated_products;correlated_union_is_not_independent_column_widening;arrow_preserves_duplicate_columns;arrow_preserves_order;explicit_univ_arrow_is_certified;right_univ_endpoint_chain_flattens;left_univ_endpoint_chain_flattens;interior_unary_chain_does_not_flatten;source_sequence_preserves_order;source_sequence_preserves_duplicates	src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#combine;src/is/fivefivefive/CanDis/theory/DependentChainApplication.java#DependentChainApplication	src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The standalone model checks a two-by-two correlated Cartesian product, explicit-univ endpoint chains, the unary-interior guard, and observable Seq order/multiplicity; Java checks the corresponding ARROW and parser-backed JOIN cases. Arbitrary-family Java-to-Lean refinement remains open.
A2-24	b8a2af71393a0d31b4a39ecaa99be26a9e24b47701ff53b7370fff22db8749c7	docs/section3-repair-audit/formal/DependentTypeDagStandalone.lean	complete_matrix_has_cartesian_cardinality;join_omits_disjoint_branch_pair;join_retains_exact_branch_pair;join_retains_subtype_branch_pair;two_by_two_join_has_only_correlated_results;univ_commonality_cannot_create_join_result;explicit_univ_join_is_certified;all_disjoint_join_retains_positive_empty_arity;nullary_join_is_outside_the_typed_family_slice	src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#combine;src/is/fivefivefive/CanDis/theory/DependentChainApplication.java#combinationCases	src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main;src/is/fivefivefive/CanDis/theory/CertificateBundleWriterTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	A typed Lean matrix has exactly the Cartesian pair count; bounded JOIN decisions preserve correlation and all-disjoint positive-arity results retain their typed empty family. Producer and verifier tests reject omitted, reordered, altered, or malformed empty-family evidence; arbitrary implementation refinement remains open.
A2-25	a216882498a514d63ccf4a77326d4b68e46ca2296012892d295bb0ec23687c0a	docs/section3-repair-audit/formal/Phase6OrbitCanonicalization.lean	schema_v10_admits_complete_contract;only_schema_v10_admits_complete_contract;historical_and_future_schemas_reject_complete_contract	src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#dependentTypeDag;src/is/fivefivefive/CanDis/theory/CertificateBundleWriter.java#dependentCombinationCases;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#dependentTypeDag;certificate-verifier/src/org/acgn/cert/SemanticEvidenceVerifier.java#requireCombinationCasesWire	src/is/fivefivefive/CanDis/theory/CertificateBundleWriterTest.java#main;certificate-verifier/test/org/acgn/cert/VerifierTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The formal feature contract is admitted only at schema v10. Deterministic fixtures and one-field mutations cover the correlated DAG and complete pair matrix; universal codec refinement remains open.
A2-26	2383859cecf4dbfa79f149e0308fde456c5fcb367993b813221961fbd99da6ad	docs/section3-repair-audit/formal/DependentTypeDagStandalone.lean	union_absorbs_authenticated_subtype;union_retains_disjoint_siblings;intersection_keeps_more_specific_product;intersection_omits_proven_disjoint_product;typed_empty_union_retains_positive_arity;all_disjoint_intersection_retains_positive_empty_arity;mixed_arity_set_operation_rejects	src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#dependentTypeDagForSource;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#constructDependentChainOperand	src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The standalone file fixes bounded UNION and INTERSECTION semantics, including positive-arity typed-empty results and mixed-arity rejection, while the pipeline independently derives and compares relation-family types. Complete parser-source refinement and exhaustive unsupported-form coverage remain open.
A2-27	1718b5d1293b6aabd0d8f3099333fa7d5b8f97e411b1770d006c16f346c45222	docs/section3-repair-audit/formal/PhaseA2DependentChains.lean	primitive_int_leaf;primitive_carrier_leaf;correlated_arrow_enumerates_complete_authorized_matrix;correlated_arrow_matrix_has_cartesian_size;correlated_arrow_output_retains_bound_paths;correlated_arrow_rejects_mixed_parser_authority;correlated_arrow_rejects_unbound_column_identity;same_module_dependent_dag_occurrence_accepts;equal_looking_foreign_module_dependent_dag_occurrence_rejects;correlated_join_enumerates_complete_authorized_matrix;correlated_join_retains_only_authorized_overlaps;correlated_join_output_retains_bound_paths;correlated_all_disjoint_join_retains_typed_empty_arity	src/is/fivefivefive/CanDis/theory/DependentChainTheory.java#requireLeafTypeProof;src/is/fivefivefive/CanDis/theory/DependentChainTheory.java#leafTypeProof;src/is/fivefivefive/CanDis/theory/DependentColumnEvidence.java#fromExactAlloyType;src/is/fivefivefive/CanDis/theory/DependentColumnEvidence.java#sameOccurrenceEvidenceAs;src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#combine;src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#sameOccurrenceEvidenceAs;src/is/fivefivefive/CanDis/theory/DependentTypeDag.java#requireCompatibleAuthority;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#dependentTypeDagForSource	src/is/fivefivefive/CanDis/theory/TheoryDependentChainTest.java#main;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#main;certificate-verifier/test/org/acgn/cert/ProducerSemanticEvidenceMutationTest.java#main	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT-BOUNDED	The executable bounded model checks parser-derived columns against per-column object/nominal paths and one module capability before correlated set, ARROW, or JOIN derivation. Equal-looking paths from a foreign module reject. Primitive singleton columns use the separately proved exact leaf rule. Java and wire fixtures exercise the corresponding finite cases; arbitrary parser/JVM-to-Lean refinement remains open.
P2-01	fac798f7c348cf4447dab6e756eed31855f2d049d4a111f93d8f9436cf283cf6	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	ordinary_seq_plus_has_no_associativity_license;ordinary_seq_plus_is_valid;flat_seq_plus_without_associativity_rejects	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape;src/is/fivefivefive/CanDis/theory/FlatLicense.java#enabled	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testContainerLawSeparation	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	A valid flexible Seq without A is the finite countermodel to flexible-arity-implies-associativity, while a flat Seq without A rejects at the implementation boundary
P2-02	c5ca655e734ee107312eb1f23afcd324739b4c8dfdbd3e89176d31462970c74b	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	policy_fields_jointly_determine_policy	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#arityPolicy;src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#siblingQuotient;src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#flatLicense;src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#unitLicense	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testContainerLawSeparation	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The formal product and Java value object retain distinct policy coordinates; the finite model represents flat and unit authority as fields rather than Java nominal types
P2-03	b88c887a749ff0e6eeae1d4c8fa25815daca7ca7633d857a8cb32440ef4dfeaa	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	invalid_set_downward_closure_rejects;valid_set_requires_positive_downward_closure	src/is/fivefivefive/CanDis/theory/ArityPolicy.java#requirePositiveDownwardClosure;src/is/fivefivefive/CanDis/theory/SetPortSchema.java#arityPolicy	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testArityClosureAndEmptyStorage	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Every valid modeled Set requires positive downward closure and the Java constructor rejects the minimal [1,3] violation
P2-04	91f2da39d8b90aa362920d49a580ce4e9266bea034c9ffef4aca843880d1fd3a	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	invalid_flat_splice_closure_rejects;valid_flat_requires_splice_closure	src/is/fivefivefive/CanDis/theory/ArityPolicy.java#requireFlatSpliceClosure;src/is/fivefivefive/CanDis/theory/FlatLicense.java#enabled	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testArityClosureAndEmptyStorage	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Every valid modeled flat policy requires k+l-1 closure and Java rejects the minimal [1,2] finite violation
P2-05	b114200dc3396e59e67239676d4d7fce5ceac56b6e9ff6799b889097c9d9339a	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	valid_flat_requires_one_root_container	src/is/fivefivefive/CanDis/theory/FlatLicense.java#atRootPort;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#constructCertifiedFlatOperand	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testCompletedArityAndTypedSplicing	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The finite valid-policy theorem and direct multi-port/path attacks enforce one declared root path; complete Java refinement remains open
P2-06	2c839b74126cb1fffa416e6b93e58418d51d20025a4a2e7563dcf973734fcfec	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	valid_flat_requires_homogeneous_element_and_result_types	src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#issue;src/is/fivefivefive/CanDis/theory/TheoryAlloyAdapter.java#constructCertifiedFlatOperand	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testCompletedArityAndTypedSplicing	NOMINAL+BOUNDARY+ROBUSTNESS	PARTIAL	DIRECT	The exact finite policy premise and Java registry reject cross-result and cross-element type reuse; a mechanized Java type-bridge refinement is absent
P2-07	b708325769a359fe30bff6af5db19a53351beb8f8234089a125954b2c3206a7e	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	ordinary_zero_arity_needs_no_unit;flat_zero_arity_without_A_and_U_rejects;flat_zero_arity_with_A_and_U_is_valid;valid_zero_admitting_flat_requires_A_and_U	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#unitLicense;src/is/fivefivefive/CanDis/theory/ArityPolicy.java#admitsZero	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testContainerLawSeparation;src/is/fivefivefive/CanDis/theory/TheoryPortsTest.java#testTypedNodeConstructionAndUnits	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The model proves the general flat-zero implication and ordinary K0 countercase; Java constructor and replay matrices exercise both boundaries
P2-08	afe3fc840f072921629394f4d7019b4c9c24a02a6b3f0361a2c7941d572cde9a	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	nonempty_variadic_rejects_empty_storage;positive_at_least_policy_rejects_zero	src/is/fivefivefive/CanDis/theory/ArityPolicy.java#requireAdmitted	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testArityClosureAndEmptyStorage	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Positive at-least arity rejects zero in Lean and the Java stored-container boundary
P2-09	1b09f2b05d0a34faa0905f9a65479aa22dd62a44670b64890dfcd54a0faab1d9	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	flat_set_plus_is_ACI_without_unit;alloy_flat_whitelist_is_exact	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#isFlatSetOperator;src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#issue	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testExactAlloyPolicy	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Closed Opcode enumeration and registry tests admit exactly AND/OR/UNION/INTERSECTION as nonempty flat Set ACI without unit
P2-10	7f50ea1852ffdf87e97206d78956e41ebd29722213bd795a426463e965356d72	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	flat_bag_plus_requires_exactly_A_and_C_here;integer_flattening_is_profile_bounded	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#isIntegerAcOperator;src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#issue	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testOverflowProfile	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Closed profile/opcode enumeration and direct registry probes admit flat AC Bag integer ADD/MUL only under modular overflow
P2-11	84f0e523ab22515d09625fd39b8a51d85d1343fd3b08073d0155422cd6d50208	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	four_bit_left_association_overflows;four_bit_right_association_succeeds;no_overflow_addition_reassociation_is_unsound	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape;src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#issue	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testOverflowProfile	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	The exact 4-bit 7+1-1 countermodel separates associations and Java refuses A under overflow-forbidding profiles
P2-12	0083271a3f13bcbda49097a05889538db1bb3c9f8fc748645886f99ceeef705f	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	calls_joins_arrows_lists_binders_and_decls_are_not_flat	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#isFixedBinaryTypedChainOperator;src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testExactAlloyPolicy;src/is/fivefivefive/CanDis/CanonicalAlloyPipelineTest.java#checkUnaryInteriorJoinDoesNotFlatten	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Homogeneous policy keeps JOIN/ARROW fixed binary; dependent A2 construction is separately indexed and unary-interior flattening rejects
P2-13	045cfe4c36afdadece97e8bd66627907558813a515c99e3d60900c8c2165ed04	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	nonflat_bag_two_is_commutative_only;equality_inequality_and_iff_are_C_not_A_or_I	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape;src/is/fivefivefive/CanDis/theory/AlloyLawRegistry.java#issue	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testFixedCommutativeAndRoleSensitiveForms	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Finite policy and direct association/flatten attacks retain exactly C over Bag=2 for equality, inequality, and pre-elimination IFF
P2-14	90580fa8213530641731da222122de6b2857dac50b6d3b49f79241baae89d36e	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	disjoint_is_nonflat_bag;bag_retains_duplicate_occurrences;semantic_disjoint_and_structural_disjoint_list_are_distinct	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape;src/is/fivefivefive/CanDis/theory/ContainerNormalizationCertificate.java#requireApplicableLaws	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testFixedCommutativeAndRoleSensitiveForms;src/is/fivefivefive/CanDis/EGraphSaturationTest.java#testBagMultiplicityPreservedUntilExplicitRewrite	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Semantic DISJOINT is nonflat C Bag and retains duplicates; structural DISJOINT_LIST remains a distinct ordered identity
P2-15	2987ffb5b4c7996dc25a09fa65e2b799709a45c8ef3338b67046ff90e368bf2b	docs/section3-repair-audit/formal/Phase2VariadicLaws.lean	calls_joins_arrows_lists_binders_and_decls_are_not_flat;semantic_disjoint_and_structural_disjoint_list_are_distinct;role_sensitive_sequence_observes_swap	src/is/fivefivefive/CanDis/core/AlloyOperatorPolicy.java#forShape;src/is/fivefivefive/CanDis/theory/SeqPortSchema.java#schemaAt	src/is/fivefivefive/CanDis/TheoryLawPolicyRegressionTest.java#testFixedCommutativeAndRoleSensitiveForms;src/is/fivefivefive/CanDis/theory/TheoryPortsTest.java#testStructuralOrderLaws	NOMINAL+BOUNDARY+ROBUSTNESS	PROVED	DIRECT	Closed policy enumeration and ordered-container tests keep CALL, lists, binders, declarations, and role-sensitive forms nonflat and positional
